Category,Parent Company,ALC Brand Extension,ALC Size,Markets,Time Periods,Total $ Sales,Total $ Sales YA,Total $ Sales Change vs Year-Ago,Total EQ Unit Sales,Total EQ Unit Sales YA,Total EQ Unit Sales Change vs Year-Ago,Total TDP,Total TDP YA,Total TDP Change vs Year-Ago,% ACV (Max),% ACV (Max) YA,% ACV (Max) Change vs Year-Ago,Total Average Price,Total Average Price YA,Total Average Price Change vs Year-Ago,Total Average EQ Price,Total Average EQ Price YA,Total Average EQ Price Change vs Year-Ago
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 10-04-2025,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 09-27-2025,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 09-20-2025,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 09-13-2025,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 09-06-2025,95.9800033569336,,95.9800033569336,0.0833333432674408,,0.0833333432674408,61.943170165182835,,61.943170165182835,0.61943170165182837,,0.61943170165182837,47.9900016784668,,47.9900016784668,1151.7599029827234,,1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 08-30-2025,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 08-23-2025,,239.94999694824219,-239.94999694824219,,0.208333358168602,-0.208333358168602,,39.68356008142166,-39.68356008142166,,0.39683560081421659,-0.39683560081421659,,47.989999389648439,-47.989999389648439,,1151.7598480510892,-1151.7598480510892
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 08-16-2025,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 08-09-2025,47.9900016784668,,47.9900016784668,0.0416666716337204,,0.0416666716337204,38.054465204620371,,38.054465204620371,0.38054465204620375,,0.38054465204620375,47.9900016784668,,47.9900016784668,1151.7599029827234,,1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 08-02-2025,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 07-26-2025,,47.9900016784668,-47.9900016784668,,0.0416666716337204,-0.0416666716337204,,39.346306860106075,-39.346306860106075,,0.39346306860106073,-0.39346306860106073,,47.9900016784668,-47.9900016784668,,1151.7599029827234,-1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 07-19-2025,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 07-12-2025,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 07-05-2025,47.9900016784668,95.9800033569336,-47.9900016784668,0.0416666716337204,0.0833333432674408,-0.0416666716337204,38.840056891013688,38.70571478149423,0.13434210951945857,0.38840056891013691,0.38705714781494227,0.0013434210951946413,47.9900016784668,47.9900016784668,0,1151.7599029827234,1151.7599029827234,0
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 06-28-2025,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 06-21-2025,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 06-14-2025,,143.97000122070312,-143.97000122070312,,0.12500001490116119,-0.12500001490116119,,74.427150879377834,-74.427150879377834,,0.74427150879377835,-0.74427150879377835,,47.990000406901039,-47.990000406901039,,1151.7598724651489,-1151.7598724651489
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 06-07-2025,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 05-31-2025,95.9800033569336,,95.9800033569336,0.0833333432674408,,0.0833333432674408,36.5589781458786,,36.5589781458786,0.36558978145878596,,0.36558978145878596,47.9900016784668,,47.9900016784668,1151.7599029827234,,1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 05-24-2025,,49.9900016784668,-49.9900016784668,,0.0416666716337204,-0.0416666716337204,,41.5244961064969,-41.5244961064969,,0.41524496106496894,-0.41524496106496894,,49.9900016784668,-49.9900016784668,,1199.7598972606781,-1199.7598972606781
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 05-17-2025,,99.9800033569336,-99.9800033569336,,0.0833333432674408,-0.0833333432674408,,64.6999024322776,-64.6999024322776,,0.6469990243227759,-0.6469990243227759,,49.9900016784668,-49.9900016784668,,1199.7598972606781,-1199.7598972606781
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 05-10-2025,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 05-03-2025,47.9900016784668,,47.9900016784668,0.0416666716337204,,0.0416666716337204,38.943099929451648,,38.943099929451648,0.38943099929451647,,0.38943099929451647,47.9900016784668,,47.9900016784668,1151.7599029827234,,1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 04-26-2025,,49.9900016784668,-49.9900016784668,,0.0416666716337204,-0.0416666716337204,,34.50572487802156,-34.50572487802156,,0.3450572487802156,-0.3450572487802156,,49.9900016784668,-49.9900016784668,,1199.7598972606781,-1199.7598972606781
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 04-19-2025,,49.9900016784668,-49.9900016784668,,0.0416666716337204,-0.0416666716337204,,42.295009844447932,-42.295009844447932,,0.42295009844447934,-0.42295009844447934,,49.9900016784668,-49.9900016784668,,1199.7598972606781,-1199.7598972606781
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 04-12-2025,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 04-05-2025,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 03-29-2025,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 03-22-2025,,49.9900016784668,-49.9900016784668,,0.0416666716337204,-0.0416666716337204,,41.403793806494996,-41.403793806494996,,0.41403793806494993,-0.41403793806494993,,49.9900016784668,-49.9900016784668,,1199.7598972606781,-1199.7598972606781
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 03-15-2025,47.9900016784668,49.9900016784668,-2,0.0416666716337204,0.0416666716337204,0,35.869088886703615,40.613913328824651,-4.7448244421210362,0.35869088886703615,0.40613913328824652,-0.047448244421210373,47.9900016784668,49.9900016784668,-2,1151.7599029827234,1199.7598972606781,-47.999994277954784
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 03-08-2025,47.9900016784668,,47.9900016784668,0.0416666716337204,,0.0416666716337204,38.152601512441066,,38.152601512441066,0.38152601512441064,,0.38152601512441064,47.9900016784668,,47.9900016784668,1151.7599029827234,,1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 03-01-2025,47.9900016784668,,47.9900016784668,0.0416666716337204,,0.0416666716337204,39.315027355822856,,39.315027355822856,0.39315027355822857,,0.39315027355822857,47.9900016784668,,47.9900016784668,1151.7599029827234,,1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 02-22-2025,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 02-15-2025,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 02-08-2025,,47.9900016784668,-47.9900016784668,,0.0416666716337204,-0.0416666716337204,,23.588707473112855,-23.588707473112855,,0.23588707473112855,-0.23588707473112855,,47.9900016784668,-47.9900016784668,,1151.7599029827234,-1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 02-01-2025,47.9900016784668,47.9900016784668,0,0.0416666716337204,0.0416666716337204,0,39.118619457618621,43.648270070971186,-4.5296506133525654,0.3911861945761862,0.43648270070971179,-0.045296506133525594,47.9900016784668,47.9900016784668,0,1151.7599029827234,1151.7599029827234,0
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 01-25-2025,,47.9900016784668,-47.9900016784668,,0.0416666716337204,-0.0416666716337204,,42.805772105215496,-42.805772105215496,,0.428057721052155,-0.428057721052155,,47.9900016784668,-47.9900016784668,,1151.7599029827234,-1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 01-18-2025,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 01-11-2025,,95.9800033569336,-95.9800033569336,,0.0833333432674408,-0.0833333432674408,,66.109276868627489,-66.109276868627489,,0.66109276868627487,-0.66109276868627487,,47.9900016784668,-47.9900016784668,,1151.7599029827234,-1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 01-04-2025,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 12-28-2024,95.9800033569336,,95.9800033569336,0.0833333432674408,,0.0833333432674408,75.893150954193274,,75.893150954193274,0.75893150954193278,,0.75893150954193278,47.9900016784668,,47.9900016784668,1151.7599029827234,,1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 12-21-2024,191.96000671386719,95.9800033569336,95.9800033569336,0.16666668653488159,0.0833333432674408,0.0833333432674408,35.555691024090919,38.226903152957725,-2.6712121288668058,0.35555691024090919,0.38226903152957725,-0.026712121288668067,47.9900016784668,47.9900016784668,0,1151.7599029827234,1151.7599029827234,0
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 12-14-2024,47.9900016784668,95.9800033569336,-47.9900016784668,0.0416666716337204,0.0833333432674408,-0.0416666716337204,35.215456208466,77.426658214041524,-42.211202005575522,0.35215456208466,0.77426658214041522,-0.42211202005575521,47.9900016784668,47.9900016784668,0,1151.7599029827234,1151.7599029827234,0
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 12-07-2024,,47.9900016784668,-47.9900016784668,,0.0416666716337204,-0.0416666716337204,,37.9262546430104,-37.9262546430104,,0.379262546430104,-0.379262546430104,,47.9900016784668,-47.9900016784668,,1151.7599029827234,-1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 11-30-2024,47.9900016784668,95.9800033569336,-47.9900016784668,0.0416666716337204,0.0833333432674408,-0.0416666716337204,39.086194125716105,77.155738249529875,-38.06954412381377,0.39086194125716106,0.77155738249529882,-0.38069544123813776,47.9900016784668,47.9900016784668,0,1151.7599029827234,1151.7599029827234,0
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 11-23-2024,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 11-16-2024,47.9900016784668,47.9900016784668,0,0.0416666716337204,0.0416666716337204,0,40.485135348866173,37.463656925892224,3.0214784229739493,0.40485135348866175,0.37463656925892225,0.0302147842297395,47.9900016784668,47.9900016784668,0,1151.7599029827234,1151.7599029827234,0
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 11-09-2024,,143.97000122070312,-143.97000122070312,,0.12500001490116119,-0.12500001490116119,,78.093760153890173,-78.093760153890173,,0.78093760153890168,-0.78093760153890168,,47.990000406901039,-47.990000406901039,,1151.7598724651489,-1151.7598724651489
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 11-02-2024,,47.9900016784668,-47.9900016784668,,0.0416666716337204,-0.0416666716337204,,22.235511171137674,-22.235511171137674,,0.22235511171137673,-0.22235511171137673,,47.9900016784668,-47.9900016784668,,1151.7599029827234,-1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 10-26-2024,,47.9900016784668,-47.9900016784668,,0.0416666716337204,-0.0416666716337204,,43.228830312903945,-43.228830312903945,,0.43228830312903943,-0.43228830312903943,,47.9900016784668,-47.9900016784668,,1151.7599029827234,-1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 10-19-2024,143.97000122070312,,143.97000122070312,0.12500001490116119,,0.12500001490116119,61.586777089514996,,61.586777089514996,0.61586777089514988,,0.61586777089514988,47.990000406901039,,47.990000406901039,1151.7598724651489,,1151.7598724651489
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 10-12-2024,47.9900016784668,,47.9900016784668,0.0416666716337204,,0.0416666716337204,37.4792816520834,,37.4792816520834,0.374792816520834,,0.374792816520834,47.9900016784668,,47.9900016784668,1151.7599029827234,,1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 10-05-2024,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 09-28-2024,,47.9900016784668,-47.9900016784668,,0.0416666716337204,-0.0416666716337204,,36.474920624745906,-36.474920624745906,,0.36474920624745905,-0.36474920624745905,,47.9900016784668,-47.9900016784668,,1151.7599029827234,-1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 09-21-2024,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 09-14-2024,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 09-07-2024,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 08-31-2024,,47.9900016784668,-47.9900016784668,,0.0416666716337204,-0.0416666716337204,,40.184537462030875,-40.184537462030875,,0.40184537462030878,-0.40184537462030878,,47.9900016784668,-47.9900016784668,,1151.7599029827234,-1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 08-24-2024,239.94999694824219,,239.94999694824219,0.208333358168602,,0.208333358168602,39.68356008142166,,39.68356008142166,0.39683560081421659,,0.39683560081421659,47.989999389648439,,47.989999389648439,1151.7598480510892,,1151.7598480510892
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 08-17-2024,,47.9900016784668,-47.9900016784668,,0.0416666716337204,-0.0416666716337204,,36.103228396859,-36.103228396859,,0.36103228396859,-0.36103228396859,,47.9900016784668,-47.9900016784668,,1151.7599029827234,-1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 08-10-2024,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 08-03-2024,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 07-27-2024,47.9900016784668,47.9900016784668,0,0.0416666716337204,0.0416666716337204,0,39.346306860106075,23.838666449003693,15.507640411102383,0.39346306860106073,0.23838666449003693,0.1550764041110238,47.9900016784668,47.9900016784668,0,1151.7599029827234,1151.7599029827234,0
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 07-20-2024,,47.9900016784668,-47.9900016784668,,0.0416666716337204,-0.0416666716337204,,34.569563603406266,-34.569563603406266,,0.34569563603406261,-0.34569563603406261,,47.9900016784668,-47.9900016784668,,1151.7599029827234,-1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 07-13-2024,,47.9900016784668,-47.9900016784668,,0.0416666716337204,-0.0416666716337204,,40.5005224302118,-40.5005224302118,,0.40500522430211805,-0.40500522430211805,,47.9900016784668,-47.9900016784668,,1151.7599029827234,-1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 07-06-2024,95.9800033569336,,95.9800033569336,0.0833333432674408,,0.0833333432674408,38.70571478149423,,38.70571478149423,0.38705714781494227,,0.38705714781494227,47.9900016784668,,47.9900016784668,1151.7599029827234,,1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 06-29-2024,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 06-22-2024,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 06-15-2024,143.97000122070312,,143.97000122070312,0.12500001490116119,,0.12500001490116119,74.427150879377834,,74.427150879377834,0.74427150879377835,,0.74427150879377835,47.990000406901039,,47.990000406901039,1151.7598724651489,,1151.7598724651489
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 06-08-2024,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 06-01-2024,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 05-25-2024,49.9900016784668,,49.9900016784668,0.0416666716337204,,0.0416666716337204,41.5244961064969,,41.5244961064969,0.41524496106496894,,0.41524496106496894,49.9900016784668,,49.9900016784668,1199.7598972606781,,1199.7598972606781
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 05-18-2024,99.9800033569336,,99.9800033569336,0.0833333432674408,,0.0833333432674408,64.6999024322776,,64.6999024322776,0.6469990243227759,,0.6469990243227759,49.9900016784668,,49.9900016784668,1199.7598972606781,,1199.7598972606781
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 05-11-2024,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 05-04-2024,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 04-27-2024,49.9900016784668,,49.9900016784668,0.0416666716337204,,0.0416666716337204,34.50572487802156,,34.50572487802156,0.3450572487802156,,0.3450572487802156,49.9900016784668,,49.9900016784668,1199.7598972606781,,1199.7598972606781
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 04-20-2024,49.9900016784668,,49.9900016784668,0.0416666716337204,,0.0416666716337204,42.295009844447932,,42.295009844447932,0.42295009844447934,,0.42295009844447934,49.9900016784668,,49.9900016784668,1199.7598972606781,,1199.7598972606781
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 04-13-2024,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 04-06-2024,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 03-30-2024,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 03-23-2024,49.9900016784668,,49.9900016784668,0.0416666716337204,,0.0416666716337204,41.403793806494996,,41.403793806494996,0.41403793806494993,,0.41403793806494993,49.9900016784668,,49.9900016784668,1199.7598972606781,,1199.7598972606781
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 03-16-2024,49.9900016784668,,49.9900016784668,0.0416666716337204,,0.0416666716337204,40.613913328824651,,40.613913328824651,0.40613913328824652,,0.40613913328824652,49.9900016784668,,49.9900016784668,1199.7598972606781,,1199.7598972606781
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 03-09-2024,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 03-02-2024,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 02-24-2024,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 02-17-2024,,,,,,,,,,,,,,,,,,
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 02-10-2024,47.9900016784668,,47.9900016784668,0.0416666716337204,,0.0416666716337204,23.588707473112855,,23.588707473112855,0.23588707473112855,,0.23588707473112855,47.9900016784668,,47.9900016784668,1151.7599029827234,,1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 02-03-2024,47.9900016784668,,47.9900016784668,0.0416666716337204,,0.0416666716337204,43.648270070971186,,43.648270070971186,0.43648270070971179,,0.43648270070971179,47.9900016784668,,47.9900016784668,1151.7599029827234,,1151.7599029827234
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,375ML,Total Wine & More Liquor Colorado,1 Week - W/E 01-27-2024,47.9900016784668,,47.9900016784668,0.0416666716337204,,0.0416666716337204,42.805772105215496,,42.805772105215496,0.428057721052155,,0.428057721052155,47.9900016784668,,47.9900016784668,1151.7599029827234,,1151.7599029827234
