Category,Parent Company,ALC Brand Extension,ALC Size,Markets,Time Periods,Total $ Sales,Total $ Sales YA,Total $ Sales Change vs Year-Ago,Total EQ Unit Sales,Total EQ Unit Sales YA,Total EQ Unit Sales Change vs Year-Ago,Total TDP,Total TDP YA,Total TDP Change vs Year-Ago,% ACV (Max),% ACV (Max) YA,% ACV (Max) Change vs Year-Ago,Total Average Price,Total Average Price YA,Total Average Price Change vs Year-Ago,Total Average EQ Price,Total Average EQ Price YA,Total Average EQ Price Change vs Year-Ago
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 01-10-2026,2133.179931640625,3438.409912109375,-1305.22998046875,2.6666665077209473,4.1666665077209473,-1.5,52.162642309067955,59.409651447653339,-7.2470091385853834,0.52162642309067953,0.59409651447653333,-0.072470091385853808,66.661872863769531,68.7681982421875,-2.1063253784179636,799.94252204552424,825.21841038583409,-25.275888340309848
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 01-03-2026,5601.9697265625,6820.08984375,-1218.1201171875,7.0833330154418945,8.1666660308837891,-1.0833330154418945,90.438013257871219,83.285071203522619,7.1529420543486,0.90438013257871219,0.8328507120352262,0.071529420543485989,65.905526194852939,69.592753507653057,-3.6872273128001183,790.86634983136116,835.11310710619773,-44.246757274836568
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 12-27-2025,8589.5,10214.8701171875,-1625.3701171875,10.749999046325684,12.249999046325684,-1.5,86.68096983248715,95.520626924673365,-8.839657092186215,0.86680969832487154,0.95520626924673369,-0.08839657092186215,66.585271317829452,69.488912361819729,-2.9036410439902767,799.02332669842087,833.86701325918807,-34.843686560767196
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 12-20-2025,11291.259765625,12033.3203125,-742.060546875,14.166666030883789,14.416666030883789,-0.25,97.03795292498215,92.277035925152234,4.7609169998299166,0.97037952924982152,0.92277035925152229,0.047609169998299228,66.419175091911768,69.556764812138724,-3.1375897202269556,797.03013687269038,834.68121455556241,-37.651077682872028
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 12-13-2025,6381.919921875,7747.830078125,-1365.91015625,7.9999995231628418,9.3333330154418945,-1.3333334922790527,80.959502010144831,74.938871337113255,6.020630673031576,0.80959502010144835,0.74938871337113255,0.060206306730315795,66.47833251953125,69.177054268973208,-2.6987217494419582,797.74003778338658,830.12467950155667,-32.384641718170087
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 12-06-2025,4779.0400390625,5628.97998046875,-849.93994140625,5.9999995231628418,6.8333330154418945,-0.83333349227905273,82.351501732266328,70.431478742822947,11.920022989443382,0.82351501732266341,0.70431478742822951,0.11920022989443391,66.375556098090271,68.646097322789629,-2.2705412246993575,796.50673647775147,823.75320619505,-27.24646971729851
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 11-29-2025,5733.35009765625,5378.31982421875,355.0302734375,7.1666660308837891,6.4999995231628418,0.66666650772094727,82.877068829786083,74.52008398621183,8.3569848435742529,0.82877068829786082,0.74520083986211827,0.083569848435742555,66.666861600654073,68.952818259214737,-2.2859566585606643,800.0024101791746,827.43387981076455,-27.431469631589948
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 11-22-2025,4111.18994140625,4146.9697265625,-35.77978515625,5.1666665077209473,4.9999995231628418,0.16666698455810547,72.543499851399972,70.277683642989643,2.2658162084103282,0.72543499851399962,0.70277683642989641,0.022658162084103206,66.309515183971769,69.116162109375,-2.8066469254032285,795.71420668676456,829.394024409678,-33.679817722913413
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 11-15-2025,4306.0498046875,5453.7001953125,-1147.650390625,5.4166665077209473,6.5833330154418945,-1.1666665077209473,65.461025154472267,77.176327074741181,-11.715301920268914,0.65461025154472274,0.77176327074741191,-0.11715301920268917,66.246920072115387,69.0341796875,-2.7872596153846132,794.9630641926417,828.41019625169758,-33.447132059055889
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 11-08-2025,3333.6298828125,6564.85986328125,-3231.22998046875,4.1666665077209473,7.9166660308837891,-3.7499995231628418,66.630793081844629,79.064680987120582,-12.433887905275952,0.6663079308184463,0.79064680987120584,-0.12433887905275953,66.67259765625,69.103788034539477,-2.4311903782894717,800.07120239529434,829.24552301069741,-29.174320615403076
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 11-01-2025,4544.47998046875,6227.9296875,-1683.44970703125,5.6666665077209473,7.4999995231628418,-1.8333330154418945,81.757089519179971,75.036317861026234,6.7207716581537369,0.81757089519179971,0.75036317861026225,0.067207716581537458,66.830587948069848,69.19921875,-2.3686308019301521,801.967077871409,830.39067779481752,-28.423599923408574
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 10-25-2025,6285.7197265625,6777.7099609375,-491.990234375,7.8333330154418945,8.1666660308837891,-0.33333301544189453,74.91834961820463,79.154449439231229,-4.236099821026599,0.74918349618204616,0.79154449439231234,-0.042360998210266176,66.869358793218083,69.160305723852048,-2.2909469306339645,802.43233808283458,829.92373329658767,-27.491395213753094
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 10-18-2025,5984.3701171875,8823.4803924560547,-2839.1102752685547,7.4166660308837891,10.666666343808174,-3.2500003129243851,71.199741028760783,78.9505500125573,-7.7508089837965173,0.71199741028760777,0.77631966547423525,-0.064322255186627486,67.240113676264045,68.933440566062927,-1.6933268897988825,806.88143328389651,827.2013118304709,-20.319878546574387
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 10-11-2025,4166.8801345825195,3997.47998046875,169.40015411376953,5.2499998360872269,4.8333330154418945,0.41666682064533234,67.37105887043974,76.568710756005459,-9.197651885565719,0.65424577293829689,0.76568710756005454,-0.11144133462175765,66.140954517182848,68.922068628771555,-2.7811141115887068,793.69147898641734,827.064877941847,-33.373398955429707
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 10-04-2025,4184.93994140625,5628.759765625,-1443.81982421875,5.2499995231628418,6.8333330154418945,-1.5833334922790527,65.818000641002826,71.9995816697548,-6.1815810287519781,0.65818000641002838,0.719995816697548,-0.06181581028751959,66.427618117559518,68.643411775914629,-2.2157936583551106,797.131489811079,823.7209796310508,-26.589489819971845
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 09-27-2025,3012.079833984375,4736.68994140625,-1724.610107421875,3.7499997615814209,5.7499995231628418,-1.9999997615814209,55.778903050496055,75.595447590216182,-19.816544539720127,0.55778903050496054,0.75595447590216169,-0.19816544539720116,66.935107421875,68.6476803102355,-1.7125728883604978,803.22134012993752,823.77223203677568,-20.55089190683816
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 09-20-2025,4392.8098258972168,5588.14013671875,-1195.3303108215332,5.4999998360872269,6.7499995231628418,-1.2499996870756149,73.869464170138855,82.310460433233061,-8.4409962630942061,0.70765580568037822,0.82310460433233068,-0.11544879865195246,66.55772463480632,68.98938440393519,-2.4316597691288706,798.69271942057367,827.87267133025216,-29.179951909678493
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 09-13-2025,3686.56005859375,5107.43994140625,-1420.8798828125,4.5833330154418945,6.1666665077209473,-1.5833334922790527,64.118239794616983,73.2246559545,-9.1064161598830111,0.64118239794616994,0.732246559545,-0.091064161598830018,67.028364701704547,69.019458667652032,-1.9910939659474849,804.34043220800447,828.23352535952813,-23.893093151523658
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 09-06-2025,3452.219970703125,5641.56982421875,-2189.349853515625,4.3333330154418945,6.8333330154418945,-2.5,75.0077815906556,68.22467169462395,6.7831098960316467,0.750077815906556,0.6822467169462394,0.067831098960316583,66.388845590444717,68.799632002667678,-2.4107864122229614,796.66620552842107,825.59562243929713,-28.929416910876057
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 08-30-2025,4486.98974609375,7606.3701171875,-3119.38037109375,5.5833330154418945,9.1666660308837891,-3.5833330154418945,77.7151429639713,80.07108594605441,-2.355942982083107,0.77715142963971307,0.8007108594605441,-0.023559429820831035,66.969996210354481,69.1488192471591,-2.1788230368046158,803.640000280124,829.78588851830841,-26.145888238184398
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 08-23-2025,3969.0400390625,6019.64013671875,-2050.60009765625,4.9166665077209473,7.2499995231628418,-2.3333330154418945,62.626632950146757,83.522462089746284,-20.895829139599527,0.62626632950146766,0.83522462089746285,-0.2089582913959952,67.271865068855931,69.191265939295974,-1.9194008704400431,807.26240692340423,830.29524588060349,-23.03283895719926
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 08-16-2025,3897.070068359375,5144.39990234375,-1247.329833984375,4.9166665077209473,6.2499995231628418,-1.3333330154418945,66.7333503062189,73.060053620337243,-6.3267033141183475,0.667333503062189,0.7306005362033724,-0.063267033141183426,66.052035056938564,68.591998697916665,-2.539963640978101,792.62444630718062,823.10404717285519,-30.47960086567457
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 08-09-2025,3953.22998046875,5714.27978515625,-1761.0498046875,4.9166665077209473,6.9166660308837891,-1.9999995231628418,71.624635758451589,80.202986892021713,-8.5783511335701235,0.71624635758451594,0.802029868920217,-0.085783511335701057,67.003897974046609,68.8467443994729,-1.8428464254262877,804.04680168173843,826.16100873473829,-22.114207052999859
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 08-02-2025,5286.60986328125,5047.3798828125,239.22998046875,6.6666660308837891,6.0833330154418945,0.58333301544189453,80.036093613379663,73.526039138646908,6.5100544747327547,0.80036093613379655,0.73526039138646915,0.0651005447473274,66.082623291015622,69.1421901755137,-3.0595668844980821,792.99155511775541,829.70632546340346,-36.714770345648049
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 07-26-2025,4314.5498046875,5524.85009765625,-1210.30029296875,5.4166665077209473,6.6666660308837891,-1.2499995231628418,74.569305423425973,84.597716817005264,-10.02841139357929,0.74569305423425969,0.84597716817005264,-0.10028411393579295,66.377689302884619,69.060626220703128,-2.682936917818509,796.53229500791974,828.72759368205959,-32.195298674139849
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 07-19-2025,3305.5400390625,5021.3798980712891,-1715.8398590087891,4.1666665077209473,6.0833331644535065,-1.9166666567325592,77.352313590047672,75.488934044926324,1.8633795451213473,0.77352313590047672,0.72542463192998263,0.048098503970494089,66.11080078125,68.786026000976562,-2.6752252197265562,793.329639638124,825.43233492660147,-32.102695288477435
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 07-12-2025,3983.1599197387695,5050.60498046875,-1067.4450607299805,4.9999998360872269,6.0833330154418945,-1.0833331793546677,69.749468130292485,75.90193392928137,-6.1524657989888851,0.66603046384207354,0.75901933929281373,-0.0929888754507402,66.385998662312829,69.186369595462324,-2.8003709331494946,796.63201006338625,830.23647853049079,-33.604468467104539
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 07-05-2025,5182.4501953125,6971.3701171875,-1788.919921875,6.4999995231628418,8.4166660308837891,-1.9166665077209473,70.808437059921758,84.721359509702538,-13.91292244978078,0.70808437059921747,0.84721359509702543,-0.13912922449780796,66.44166917067308,69.023466506806926,-2.581797336133846,797.30008853766287,828.28166064888683,-30.981572111223954
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 06-28-2025,4098.580078125,6358.44970703125,-2259.86962890625,5.1666665077209473,7.6666660308837891,-2.4999995231628418,69.49013243009189,72.802205327183316,-3.3120728970914257,0.694901324300919,0.72802205327183311,-0.033120728970914115,66.1061302923387,69.1135837720788,-3.0074534797400929,793.27358791208542,829.36307404253375,-36.089486130448336
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 06-21-2025,4269.4599609375,7727.64013671875,-3458.18017578125,5.3333330154418945,9.3333330154418945,-4,71.894411242481723,72.593475279357875,-0.69906403687615182,0.71894411242481726,0.72593475279357877,-0.0069906403687615137,66.710311889648438,68.996786934988833,-2.2864750453403957,800.52379039071741,827.96147142006578,-27.437681029348369
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 06-14-2025,5384,8036.2197265625,-2652.2197265625,6.8333330154418945,9.7499990463256836,-2.9166660308837891,80.003046681678811,83.636085922455479,-3.6330392407766681,0.800030466816788,0.83636085922455472,-0.0363303924077667,65.658536585365852,68.685638688568375,-3.0271021032025232,787.90247567816368,824.22774488280322,-36.32526920463954
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 06-07-2025,4181.72998046875,4498.72998046875,-317,5.4999995231628418,5.4166665077209473,0.083333015441894531,74.443928827975526,73.221104893830187,1.2228239341453389,0.74443928827975514,0.73221104893830191,0.012228239341453229,63.359545158617422,69.21123046875,-5.8516853101325808,760.3146078209104,830.53478999606762,-70.22018217515722
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 05-31-2025,5415.52001953125,4984.2099609375,431.31005859375,7.1666660308837891,5.9999995231628418,1.1666665077209473,85.2486128040563,84.264139567529341,0.98447323652695218,0.8524861280405629,0.8426413956752935,0.009844732365269393,62.971163017805232,69.225138346354171,-6.25397532854894,755.65402325067066,830.70172617449168,-75.047702923821021
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 05-24-2025,5611.35009765625,7073.44970703125,-1462.099609375,7.4999995231628418,8.4999990463256836,-0.9999995231628418,80.129819892447372,90.436549783917172,-10.3067298914698,0.80129819892447385,0.90436549783917164,-0.10306729891469779,62.348334418402779,69.3475461473652,-6.9992117289624147,748.18006058884055,832.17064713541447,-83.990586546573923
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 05-17-2025,4363.01025390625,5890.18994140625,-1527.1796875,5.8333330154418945,7.0833330154418945,-1.25,75.691824556765624,69.949963768275339,5.7418607884902855,0.7569182455676563,0.69949963768275336,0.057418607884902939,62.328717912946431,69.296352251838229,-6.9676343388917985,747.94465571510614,831.556264341299,-83.611608626192833
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 05-10-2025,3031.550048828125,6317.330078125,-3285.780029296875,3.8333330154418945,7.5833330154418945,-3.75,67.615864618298062,89.333432938006254,-21.717568319708192,0.6761586461829806,0.89333432938006252,-0.21717568319708191,65.9032619310462,69.42120964972527,-3.5179477186790677,790.83920875542753,833.054550718142,-42.215341962714433
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 05-03-2025,5353.47998046875,6196.64990234375,-843.169921875,6.6666660308837891,7.4999995231628418,-0.83333349227905273,78.473270473283989,78.683469994820229,-0.21019952153623933,0.78473270473284,0.78683469994820221,-0.0021019952153622512,66.918499755859372,68.851665581597217,-1.933165825737845,803.02207365246522,826.22003950882208,-23.197965856356859
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 04-26-2025,4426.5498046875,5168.06982421875,-741.52001953125,5.4999995231628418,6.2499995231628418,-0.75,68.050907723358733,78.918726270037325,-10.867818546678592,0.68050907723358733,0.78918726270037332,-0.10867818546678598,67.0689364346591,68.90759765625,-1.8386612215909111,804.8273069925574,826.89123496179468,-22.063927969237284
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 04-19-2025,8436.02001953125,5162.10986328125,3273.91015625,10.583332777023315,6.2499995231628418,4.3333332538604736,82.022126014138564,80.0267992612104,1.9953267529281646,0.79574847871166354,0.80026799261210413,-0.004519513900440586,66.42535448449803,68.828131510416668,-2.4027770259186383,797.10429571354541,825.93764113904126,-28.83334542549585
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 04-12-2025,5209.18017578125,6023.31982421875,-814.1396484375,6.4166665077209473,7.2499995231628418,-0.83333301544189453,72.508413346444414,83.973459021188489,-11.465045674744076,0.72508413346444411,0.8397345902118849,-0.11465045674744079,67.651690594561686,69.233561197916671,-1.5818706033549859,811.82030724414744,830.80278901743327,-18.982481773285826
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 04-05-2025,3275.590087890625,5618.7802734375,-2343.190185546875,4.0833330154418945,6.7499995231628418,-2.6666665077209473,61.99871175222944,76.536046313297,-14.537334561067567,0.6199871175222943,0.76536046313297013,-0.14537334561067583,66.8487773038903,69.367657696759252,-2.5188803928689509,802.18539009759013,832.41195116480731,-30.226561067217176
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 03-29-2025,3896.68994140625,5744.2900390625,-1847.60009765625,4.8333330154418945,6.9166660308837891,-2.0833330154418945,75.719815724009521,92.071069049249047,-16.351253325239526,0.7571981572400952,0.92071069049249044,-0.16351253325239523,67.184309334590523,69.208313723644579,-2.0240043890540562,806.211765040152,830.49984102362589,-24.288075983473846
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 03-22-2025,4183.06005859375,4624.56982421875,-441.509765625,5.3333330154418945,5.5833330154418945,-0.25,62.971026443537248,65.517609067016878,-2.5465826234796296,0.62971026443537248,0.6551760906701688,-0.025465826234796318,65.360313415527344,69.023430212220148,-3.6631167966928047,784.32380773567013,828.28120970547855,-43.957401969808416
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 03-15-2025,3899.050048828125,5102.259765625,-1203.209716796875,4.7499995231628418,6.1666665077209473,-1.4166669845581055,68.729313237431811,78.844979557365932,-10.115666319934121,0.68729313237431811,0.78844979557365935,-0.10115666319934125,68.404386821546055,68.949456292229726,-0.5450694706836714,820.85272426130643,827.39349683280886,-6.54077257150243
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 03-08-2025,5092.02001953125,4705.31982421875,386.7001953125,6.1666665077209473,5.6666665077209473,0.5,78.418336530828114,72.286450006933734,6.13188652389438,0.78418336530828125,0.72286450006933722,0.061318865238944031,68.811081345016888,69.19587976792279,-0.38479842290590227,825.73299742345546,830.35058050578,-4.617583082324586
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 03-01-2025,4004.679931640625,5945.14013671875,-1940.460205078125,4.8333330154418945,7.1666660308837891,-2.3333330154418945,67.021690810978228,71.4496489100889,-4.4279580991106684,0.67021690810978229,0.71449648910088892,-0.044279580991106626,69.046205717941817,69.129536473473834,-0.08333075553201752,828.554523109865,829.5545112746936,-0.99998816482855091
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 02-22-2025,3353.619873046875,5116.259765625,-1762.639892578125,3.9999997615814209,6.1666665077209473,-2.1666667461395264,57.87021252208276,76.100037326260264,-18.229824804177504,0.57870212522082753,0.76100037326260261,-0.18229824804177508,69.867080688476562,69.138645481418919,0.7284352070576432,838.405018234552,829.66376716159527,8.741251072956743
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 02-15-2025,2983.809814453125,5140.259765625,-2156.449951171875,3.5833330154418945,6.1666665077209473,-2.5833334922790527,56.399452047611106,91.318812809131387,-34.919360761520281,0.563994520476111,0.91318812809131378,-0.34919360761520279,69.390925917514537,69.462969805743242,-0.072043888228705555,832.69118488144852,833.55565915380066,-0.86447427235214036
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 02-08-2025,5778.56005859375,5928.1396484375,-149.57958984375,6.9166660308837891,7.1666660308837891,-0.25,79.1941180889264,83.306177184699763,-4.1120590957733612,0.791941180889264,0.8330617718469977,-0.041120590957733683,69.6212055252259,68.931856377180239,0.68934914804566461,835.45454309804006,827.18234990872668,8.2721931893133842
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 02-01-2025,3966.469970703125,3428.89990234375,537.570068359375,4.7499995231628418,4.1666665077209473,0.58333301544189453,72.5303072295086,72.966270186871128,-0.4359629573625341,0.725303072295086,0.72966270186871129,-0.0043596295736253454,69.587192468475877,68.577998046875,1.0091944216008812,835.04639344932093,822.93600795501743,12.1103854943035
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 01-25-2025,4324.9099197387695,4526.35009765625,-201.44017791748047,5.1666663438081741,5.4166665077209473,-0.25000016391277313,78.114791788176319,64.914400594042789,13.20039119413353,0.751496956670568,0.64914400594042787,0.10235295073014017,69.756611608689838,69.6361553485577,0.12045626013214417,837.07939161231479,835.633888703387,1.4455029089277787
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 01-18-2025,3533.58984375,4641.330078125,-1107.740234375,4.2499995231628418,5.5833330154418945,-1.3333334922790527,45.902484682708526,69.9360894592878,-24.033604776579274,0.45902484682708528,0.69936089459287787,-0.24033604776579259,69.286075367647058,69.273583255597018,0.012492112050040305,831.43299769603482,831.28304639691294,0.14995129912188077
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 01-11-2025,3438.409912109375,3734.4599609375,-296.050048828125,4.1666665077209473,4.4999995231628418,-0.33333301544189453,59.409651447653339,58.127284677055933,1.282366770597406,0.59409651447653333,0.58127284677055935,0.012823667705973985,68.7681982421875,69.156665943287038,-0.38846770109954321,825.21841038583409,829.880079256702,-4.6616688708678566
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 01-04-2025,6820.08984375,3530.489990234375,3289.599853515625,8.1666660308837891,4.2499995231628418,3.9166665077209473,83.285071203522619,66.055300479197953,17.229770724324666,0.8328507120352262,0.66055300479197943,0.17229770724324678,69.592753507653057,69.225293926164213,0.36745958148884483,835.11310710619773,830.70362031640673,4.4094867897910035
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 12-28-2024,10214.8701171875,9540.6201171875,674.25,12.249999046325684,11.499999046325684,0.75,95.520626924673365,95.879001570576591,-0.35837464590322554,0.95520626924673369,0.958790015705766,-0.0035837464590323664,69.488912361819729,69.134928385416671,0.35398397640305745,833.86701325918807,829.61920942382892,4.24780383535915
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 12-21-2024,12033.3203125,19725.150390625,-7691.830078125,14.416666030883789,23.749998092651367,-9.3333320617675781,92.277035925152234,99.999999999999986,-7.7229640748477522,0.92277035925152229,1,-0.077229640748477713,69.556764812138724,69.211054002192981,0.34571080994574288,834.68121455556241,830.53271472591314,4.1484998296492677
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 12-14-2024,7747.830078125,12284.2197265625,-4536.3896484375,9.3333330154418945,14.833332061767578,-5.4999990463256836,74.938871337113255,97.190579528062671,-22.251708190949415,0.74938871337113255,0.97190579528062671,-0.22251708190949415,69.177054268973208,69.012470373946627,0.16458389502658122,830.12467950155667,828.14971547927985,1.9749640222768221
TEQUILA,CASA DRAGONES TEQUILA CO,CASA DRAGONES BLANCO TEQUILA,750ML,Total Wine & More Liquor Texas,1 Week - W/E 12-07-2024,5628.97998046875,8152.47998046875,-2523.5,6.8333330154418945,9.8333330154418945,-3,70.431478742822947,88.595052931363171,-18.163574188540224,0.70431478742822951,0.88595052931363161,-0.1816357418854021,68.646097322789629,69.088813393802965,-0.44271607101333643,823.75320619505,829.06578752762709,-5.3125813325771105
